DB ID,Parasite Reported Name,Parasite Corrected Name,Host Reported Name,Host Corrected Name C&H,Host Corrected Name W&R05,Location,Latitude,Longitude,Resolution,Prevalence,Sample Size,Sample Basis,Host Sex,Host Age,Parasite Type,Close,Sexual,Vertical,Nonclose,Vector,Intermediate,Citation,Full Reference
8731,Norovirus GI,NULL,Eulemur rubriventer,Eulemur rubriventer,Eulemur rubriventer,Ranomafana,-21.26,47.33,SL,0.15,20.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8732,Norovirus GII,NULL,Eulemur rubriventer,Eulemur rubriventer,Eulemur rubriventer,Ranomafana,-21.26,47.33,SL,0.1,20.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8733,Rotavirus,Rotavirus sp.,Eulemur rubriventer,Eulemur rubriventer,Eulemur rubriventer,Ranomafana,-21.26,47.33,SL,0.0,20.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8734,Adenovirus,Mastadenovirus sp.,Eulemur rufifrons,,,Ranomafana,-21.26,47.33,SL,0.333,21.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8735,Enterovirus,NULL,Eulemur rufifrons,,,Ranomafana,-21.26,47.33,SL,0.048,21.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8736,Norovirus GI,NULL,Eulemur rufifrons,,,Ranomafana,-21.26,47.33,SL,0.0,21.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8737,Norovirus GII,NULL,Eulemur rufifrons,,,Ranomafana,-21.26,47.33,SL,0.095,21.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8738,Rotavirus,Rotavirus sp.,Eulemur rufifrons,,,Ranomafana,-21.26,47.33,SL,0.381,21.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8739,Adenovirus,Mastadenovirus sp.,Hapalemur aureus,,,Ranomafana,-21.26,47.33,SL,0.0,7.0,Animals,Both Sexes,Adult,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8740,Enterovirus,NULL,Hapalemur aureus,,,Ranomafana,-21.26,47.33,SL,0.286,7.0,Animals,Both Sexes,Adult,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8741,Norovirus GI,NULL,Hapalemur aureus,,,Ranomafana,-21.26,47.33,SL,0.143,7.0,Animals,Both Sexes,Adult,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8742,Norovirus GII,NULL,Hapalemur aureus,,,Ranomafana,-21.26,47.33,SL,0.286,7.0,Animals,Both Sexes,Adult,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8743,Rotavirus,Rotavirus sp.,Hapalemur aureus,,,Ranomafana,-21.26,47.33,SL,0.0,7.0,Animals,Both Sexes,Adult,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8744,Adenovirus,Mastadenovirus sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.5,10.0,Animals,Both Sexes,Adult,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8745,Enterovirus,NULL,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.3,10.0,Animals,Both Sexes,Adult,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8746,Norovirus GI,NULL,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.5,10.0,Animals,Both Sexes,Adult,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8747,Norovirus GII,NULL,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.4,10.0,Animals,Both Sexes,Adult,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8748,Rotavirus,Rotavirus sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.0,10.0,Animals,Both Sexes,Adult,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8749,Adenovirus,Mastadenovirus sp.,Propithecus edwardsi,Propithecus diadema,Propithecus edwardsi,Ranomafana,-21.26,47.33,SL,0.0,12.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8750,Enterovirus,NULL,Propithecus edwardsi,Propithecus diadema,Propithecus edwardsi,Ranomafana,-21.26,47.33,SL,0.167,12.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8751,Norovirus GI,NULL,Propithecus edwardsi,Propithecus diadema,Propithecus edwardsi,Ranomafana,-21.26,47.33,SL,0.25,12.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8752,Norovirus GII,NULL,Propithecus edwardsi,Propithecus diadema,Propithecus edwardsi,Ranomafana,-21.26,47.33,SL,0.417,12.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8753,Rotavirus,Rotavirus sp.,Propithecus edwardsi,Propithecus diadema,Propithecus edwardsi,Ranomafana,-21.26,47.33,SL,0.0,12.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8754,Adenovirus,Mastadenovirus sp.,Prolemur simus,Hapalemur simus,Prolemur simus,Ranomafana,-21.26,47.33,SL,0.333,6.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8755,Enterovirus,NULL,Prolemur simus,Hapalemur simus,Prolemur simus,Ranomafana,-21.26,47.33,SL,0.0,6.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8756,Norovirus GI,NULL,Prolemur simus,Hapalemur simus,Prolemur simus,Ranomafana,-21.26,47.33,SL,0.333,6.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8757,Norovirus GII,NULL,Prolemur simus,Hapalemur simus,Prolemur simus,Ranomafana,-21.26,47.33,SL,0.667,6.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8758,Rotavirus,Rotavirus sp.,Prolemur simus,Hapalemur simus,Prolemur simus,Ranomafana,-21.26,47.33,SL,0.0,6.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8759,Allobosca crassipes,NULL,Propithecus edwardsi,Propithecus diadema,Propithecus edwardsi,Ranomafana,-21.26,47.33,SL,,34.0,Samples,,,,,,,,,,McGee and Vaughn 2017,"McGee, E., & Vaughn, S. (2017). Of lemurs and louse flies: The biogeochemical and biotic effects of forest disturbance on Propithecus edwardsi and its obligate ectoparasite Allobosca crassipes in Ranomafana National Park, southeastern Madagascar. American Journal of Primatology."
8760,Allobosca crassipes,NULL,Propithecus edwardsi,Propithecus diadema,Propithecus edwardsi,Ranomafana,-21.26,47.33,SL,,13.0,Samples,,,,,,,,,,McGee and Vaughn 2017,"McGee, E., & Vaughn, S. (2017). Of lemurs and louse flies: The biogeochemical and biotic effects of forest disturbance on Propithecus edwardsi and its obligate ectoparasite Allobosca crassipes in Ranomafana National Park, southeastern Madagascar. American Journal of Primatology."
8767,Hymenolepis diminuta,Hymenolepis diminuta,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.44,42.0,Samples,Both Sexes,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Aivelo and Norberg 2017,"Aivelo, T., & Norberg, A. (2017). Parasite microbiota interactions potentially affect intestinal communities in wild mammals. Journal of Animal Ecology."
8768,Hymenolepis nana,Hymenolepis nana,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.17,42.0,Samples,Both Sexes,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Aivelo and Norberg 2017,"Aivelo, T., & Norberg, A. (2017). Parasite microbiota interactions potentially affect intestinal communities in wild mammals. Journal of Animal Ecology."
8769,Eimeria sp.,Eimeria sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.36,42.0,Samples,Both Sexes,,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Aivelo and Norberg 2017,"Aivelo, T., & Norberg, A. (2017). Parasite microbiota interactions potentially affect intestinal communities in wild mammals. Journal of Animal Ecology."
8770,Lemurpediculus verruculosus,Lemurpediculus verruculosus,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.25,42.0,Samples,Both Sexes,,,,,,,,,Aivelo and Norberg 2017,"Aivelo, T., & Norberg, A. (2017). Parasite microbiota interactions potentially affect intestinal communities in wild mammals. Journal of Animal Ecology."
8771,STLV,Deltaretrovirus sp.,Allenopithecus nigroviridis,Allenopithecus nigroviridis,Allenopithecus nigroviridis,Mbandaka,0.0266,18.2971,,0.409,44.0,Samples,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Ahuka-Mundeke et al. 2017,"Steve, A. M., Ahidjo, A., Placide, M. K., Caroline, F., Mukulumanya, M., Simon-Pierre, N. K., ... & Martine, P. (2017). High prevalences and a wide genetic diversity of simian retroviruses in non-human primate bushmeat in rural areas of the Democratic Republic of Congo. EcoHealth, 14(1), 100-114."
8772,STLV,Deltaretrovirus sp.,Cercopithecus ascanius denti,,,Mbandaka,0.0266,18.2971,,0.048,41.0,Samples,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Ahuka-Mundeke et al. 2017,"Steve, A. M., Ahidjo, A., Placide, M. K., Caroline, F., Mukulumanya, M., Simon-Pierre, N. K., ... & Martine, P. (2017). High prevalences and a wide genetic diversity of simian retroviruses in non-human primate bushmeat in rural areas of the Democratic Republic of Congo. EcoHealth, 14(1), 100-114."
8773,STLV,Deltaretrovirus sp.,Cercopithecus neglectus,Cercopithecus neglectus,Cercopithecus neglectus,Mbandaka,0.0266,18.2971,,0.055,18.0,Samples,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Ahuka-Mundeke et al. 2017,"Steve, A. M., Ahidjo, A., Placide, M. K., Caroline, F., Mukulumanya, M., Simon-Pierre, N. K., ... & Martine, P. (2017). High prevalences and a wide genetic diversity of simian retroviruses in non-human primate bushmeat in rural areas of the Democratic Republic of Congo. EcoHealth, 14(1), 100-114."
8774,STLV,Deltaretrovirus sp.,Cercopithecus nictitans,Cercopithecus nictitans,Cercopithecus nictitans,Mbandaka,0.0266,18.2971,,0.0,9.0,Samples,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Ahuka-Mundeke et al. 2017,"Steve, A. M., Ahidjo, A., Placide, M. K., Caroline, F., Mukulumanya, M., Simon-Pierre, N. K., ... & Martine, P. (2017). High prevalences and a wide genetic diversity of simian retroviruses in non-human primate bushmeat in rural areas of the Democratic Republic of Congo. EcoHealth, 14(1), 100-114."
8775,STLV,Deltaretrovirus sp.,Cercopithecus wolfi,Cercopithecus wolfi,Cercopithecus wolfi,Mbandaka,0.0266,18.2971,,0.05,20.0,Samples,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Ahuka-Mundeke et al. 2017,"Steve, A. M., Ahidjo, A., Placide, M. K., Caroline, F., Mukulumanya, M., Simon-Pierre, N. K., ... & Martine, P. (2017). High prevalences and a wide genetic diversity of simian retroviruses in non-human primate bushmeat in rural areas of the Democratic Republic of Congo. EcoHealth, 14(1), 100-114."
8776,STLV,Deltaretrovirus sp.,Cercocebus agilis,Cercocebus galeritus,Cercocebus agilis,Mbandaka,0.0266,18.2971,,0.333,3.0,Samples,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Ahuka-Mundeke et al. 2017,"Steve, A. M., Ahidjo, A., Placide, M. K., Caroline, F., Mukulumanya, M., Simon-Pierre, N. K., ... & Martine, P. (2017). High prevalences and a wide genetic diversity of simian retroviruses in non-human primate bushmeat in rural areas of the Democratic Republic of Congo. EcoHealth, 14(1), 100-114."
8777,STLV,Deltaretrovirus sp.,Colobus guereza,Colobus guereza,Colobus guereza,Mbandaka,0.0266,18.2971,,0.0,1.0,Samples,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Ahuka-Mundeke et al. 2017,"Steve, A. M., Ahidjo, A., Placide, M. K., Caroline, F., Mukulumanya, M., Simon-Pierre, N. K., ... & Martine, P. (2017). High prevalences and a wide genetic diversity of simian retroviruses in non-human primate bushmeat in rural areas of the Democratic Republic of Congo. EcoHealth, 14(1), 100-114."
